timestamp,source_service,destination_service,http_method,path,status_code,latency_ms
2026-02-10T10:07:21.735Z,order-svc,inventory-svc,POST,/internal/reserve,201,23.79
2026-02-10T10:07:23.666Z,api-gateway,user-svc,POST,/api/users,201,28.54
2026-02-10T10:07:28.661Z,order-svc,payment-svc,POST,/internal/pay,200,33.63
2026-02-10T10:07:33.121Z,payment-svc,payments-db,GET,/db/read,200,14.83
2026-02-10T10:07:37.687Z,payment-svc,payments-db,GET,/db/read,201,11.63
2026-02-10T10:07:41.455Z,payment-svc,notification-svc,POST,/notify/payment,201,30.09
2026-02-10T10:07:43.232Z,api-gateway,order-svc,GET,/api/orders,200,30.36
2026-02-10T10:07:46.452Z,api-gateway,order-svc,POST,/api/orders,200,27.01
2026-02-10T10:07:49.158Z,order-svc,inventory-svc,POST,/internal/reserve,201,18.5
2026-02-10T10:07:51.412Z,api-gateway,user-svc,GET,/api/users,200,21.69
2026-02-10T10:07:56.184Z,user-svc,users-db,POST,/db/write,200,10.93
2026-02-10T10:08:00.199Z,order-svc,payment-svc,POST,/internal/pay,200,47.5
2026-02-10T10:08:02.914Z,user-svc,users-db,GET,/db/read,201,7.38
2026-02-10T10:08:05.253Z,api-gateway,user-svc,POST,/api/users,200,22.91
2026-02-10T10:08:09.226Z,payment-svc,notification-svc,POST,/notify/payment,200,30.73
2026-02-10T10:08:13.926Z,order-svc,inventory-svc,GET,/internal/stock,200,17.26
2026-02-10T10:08:18.650Z,payment-svc,notification-svc,POST,/notify/payment,200,26.47
2026-02-10T10:08:20.336Z,order-svc,inventory-svc,GET,/internal/stock,200,11.54
2026-02-10T10:08:25.170Z,order-svc,inventory-svc,GET,/internal/stock,200,16.48
2026-02-10T10:08:28.674Z,user-svc,users-db,POST,/db/write,200,19.47
2026-02-10T10:08:30.421Z,order-svc,inventory-svc,GET,/internal/stock,201,16.4
2026-02-10T10:08:34.762Z,user-svc,users-db,GET,/db/read,200,11.92
2026-02-10T10:08:39.593Z,payment-svc,payments-db,GET,/db/read,201,9.17
2026-02-10T10:08:41.298Z,api-gateway,user-svc,GET,/api/users,200,20.62
2026-02-10T10:08:45.339Z,order-svc,payment-svc,POST,/internal/pay,200,54.38
2026-02-10T10:08:47.136Z,api-gateway,order-svc,GET,/api/orders,200,17.72
2026-02-10T10:08:50.868Z,order-svc,inventory-svc,POST,/internal/reserve,200,17.87
2026-02-10T10:08:55.226Z,payment-svc,notification-svc,POST,/notify/payment,201,30.47
2026-02-10T10:08:57.223Z,payment-svc,payments-db,GET,/db/read,200,11.56
2026-02-10T10:09:02.082Z,order-svc,orders-db,POST,/db/write,201,12.26
2026-02-10T10:09:03.923Z,user-svc,users-db,GET,/db/read,500,7.95
2026-02-10T10:09:08.356Z,payment-svc,notification-svc,POST,/notify/payment,200,24.35
2026-02-10T10:09:10.093Z,order-svc,inventory-svc,POST,/internal/reserve,200,28.68
2026-02-10T10:09:14.468Z,order-svc,inventory-svc,GET,/internal/stock,200,10.97
2026-02-10T10:09:17.141Z,user-svc,users-db,GET,/db/read,200,8.93
2026-02-10T10:09:19.593Z,api-gateway,order-svc,GET,/api/orders,200,27.35
2026-02-10T10:09:20.780Z,api-gateway,user-svc,GET,/api/users,200,25.11
2026-02-10T10:09:22.966Z,api-gateway,user-svc,GET,/api/users,201,20.4
2026-02-10T10:09:26.758Z,user-svc,users-db,GET,/db/read,200,7.07
2026-02-10T10:09:30.575Z,api-gateway,order-svc,POST,/api/orders,200,25.79
2026-02-10T10:09:35.297Z,api-gateway,user-svc,GET,/api/users,200,20.68
2026-02-10T10:09:38.136Z,api-gateway,user-svc,POST,/api/users,200,35.71
2026-02-10T10:09:42.004Z,order-svc,inventory-svc,POST,/internal/reserve,201,23.44
2026-02-10T10:09:43.861Z,order-svc,orders-db,POST,/db/write,200,11.75
2026-02-10T10:09:48.392Z,api-gateway,order-svc,POST,/api/orders,200,32.45
2026-02-10T10:09:52.107Z,order-svc,inventory-svc,POST,/internal/reserve,200,31.13
2026-02-10T10:09:53.740Z,user-svc,users-db,GET,/db/read,200,11.18
2026-02-10T10:09:57.749Z,api-gateway,order-svc,POST,/api/orders,200,42.27
2026-02-10T10:10:01.836Z,payment-svc,payments-db,GET,/db/read,201,9.66
2026-02-10T10:10:06.700Z,api-gateway,user-svc,GET,/api/users,201,18.45
2026-02-10T10:10:08.987Z,payment-svc,payments-db,POST,/db/write,200,16.4
2026-02-10T10:10:13.947Z,api-gateway,order-svc,POST,/api/orders,200,26.36
2026-02-10T10:10:17.442Z,payment-svc,payments-db,GET,/db/read,200,11.32
2026-02-10T10:10:21.737Z,order-svc,orders-db,POST,/db/write,200,10.72
2026-02-10T10:10:25.300Z,payment-svc,notification-svc,POST,/notify/payment,200,31.79
2026-02-10T10:10:30.075Z,user-svc,users-db,GET,/db/read,200,9.29
2026-02-10T10:10:32.631Z,api-gateway,order-svc,POST,/api/orders,200,42.27
2026-02-10T10:10:36.931Z,payment-svc,notification-svc,POST,/notify/payment,200,27.11
2026-02-10T10:10:41.609Z,order-svc,orders-db,POST,/db/write,201,10.75
2026-02-10T10:10:43.293Z,api-gateway,order-svc,GET,/api/orders,200,30.55
2026-02-10T10:10:45.684Z,payment-svc,payments-db,GET,/db/read,201,11.28
2026-02-10T10:10:50.308Z,order-svc,inventory-svc,POST,/internal/reserve,200,23.16
2026-02-10T10:10:53.713Z,user-svc,users-db,GET,/db/read,201,11.71
2026-02-10T10:10:58.560Z,api-gateway,user-svc,GET,/api/users,200,15.53
2026-02-10T10:11:00.834Z,payment-svc,payments-db,GET,/db/read,200,9.05
2026-02-10T10:11:01.893Z,api-gateway,order-svc,GET,/api/orders,200,24.66
2026-02-10T10:11:04.664Z,api-gateway,order-svc,POST,/api/orders,200,27.52
2026-02-10T10:11:06.301Z,api-gateway,user-svc,GET,/api/users,200,25.53
2026-02-10T10:11:08.072Z,api-gateway,order-svc,POST,/api/orders,200,31.58
2026-02-10T10:11:12.141Z,order-svc,inventory-svc,POST,/internal/reserve,200,20.05
2026-02-10T10:11:15.392Z,order-svc,orders-db,POST,/db/write,200,9.02
2026-02-10T10:11:16.416Z,order-svc,inventory-svc,POST,/internal/reserve,201,17.8
2026-02-10T10:11:20.234Z,api-gateway,user-svc,GET,/api/users,200,17.94
2026-02-10T10:11:22.060Z,api-gateway,order-svc,GET,/api/orders,201,19.48
2026-02-10T10:11:23.513Z,api-gateway,order-svc,GET,/api/orders,200,24.4
2026-02-10T10:11:25.450Z,api-gateway,user-svc,GET,/api/users,200,14.02
2026-02-10T10:11:29.708Z,api-gateway,user-svc,POST,/api/users,201,25.01
2026-02-10T10:11:33.183Z,payment-svc,payments-db,GET,/db/read,200,10.3
2026-02-10T10:11:37.953Z,user-svc,users-db,POST,/db/write,200,15.43
2026-02-10T10:11:40.581Z,order-svc,inventory-svc,GET,/internal/stock,200,19.04
2026-02-10T10:11:44.405Z,payment-svc,payments-db,GET,/db/read,200,9.56
2026-02-10T10:11:47.697Z,api-gateway,order-svc,POST,/api/orders,200,37.23
2026-02-10T10:11:52.533Z,order-svc,payment-svc,POST,/internal/pay,200,33.66
2026-02-10T10:11:57.273Z,order-svc,orders-db,POST,/db/write,200,10.12
2026-02-10T10:11:58.957Z,payment-svc,payments-db,POST,/db/write,200,15.54
2026-02-10T10:12:00.068Z,payment-svc,payments-db,POST,/db/write,200,15.49
2026-02-10T10:12:03.530Z,api-gateway,user-svc,POST,/api/users,201,21.33
2026-02-10T10:12:07.192Z,api-gateway,user-svc,POST,/api/users,200,28.21
2026-02-10T10:12:08.677Z,payment-svc,notification-svc,POST,/notify/payment,200,21.29
2026-02-10T10:12:11.996Z,order-svc,inventory-svc,GET,/internal/stock,200,16.31
2026-02-10T10:12:15.292Z,payment-svc,notification-svc,POST,/notify/payment,200,33.42
2026-02-10T10:12:17.598Z,payment-svc,notification-svc,POST,/notify/payment,201,30.63
2026-02-10T10:12:19.593Z,order-svc,payment-svc,POST,/internal/pay,201,34.4
2026-02-10T10:12:23.392Z,order-svc,payment-svc,POST,/internal/pay,200,41.0
2026-02-10T10:12:27.163Z,order-svc,inventory-svc,GET,/internal/stock,200,14.67
2026-02-10T10:12:31.605Z,order-svc,inventory-svc,POST,/internal/reserve,201,22.86
2026-02-10T10:12:34.854Z,api-gateway,user-svc,GET,/api/users,200,15.56
2026-02-10T10:12:36.081Z,api-gateway,user-svc,POST,/api/users,200,30.55
2026-02-10T10:12:38.755Z,api-gateway,order-svc,POST,/api/orders,200,37.95
2026-02-10T10:12:43.506Z,user-svc,users-db,GET,/db/read,200,7.58
2026-02-10T10:12:47.694Z,order-svc,inventory-svc,GET,/internal/stock,200,19.07
2026-02-10T10:12:50.001Z,api-gateway,order-svc,POST,/api/orders,200,36.94
2026-02-10T10:12:52.380Z,payment-svc,payments-db,GET,/db/read,200,8.8
2026-02-10T10:12:55.062Z,api-gateway,user-svc,GET,/api/users,200,14.54
2026-02-10T10:12:56.474Z,user-svc,users-db,POST,/db/write,200,17.64
2026-02-10T10:13:01.272Z,order-svc,inventory-svc,GET,/internal/stock,200,11.24
2026-02-10T10:13:05.338Z,api-gateway,order-svc,GET,/api/orders,200,30.11
2026-02-10T10:13:09.574Z,order-svc,inventory-svc,GET,/internal/stock,200,10.77
2026-02-10T10:13:14.490Z,payment-svc,payments-db,POST,/db/write,200,21.36
2026-02-10T10:13:17.159Z,payment-svc,payments-db,GET,/db/read,200,12.33
2026-02-10T10:13:18.362Z,payment-svc,notification-svc,POST,/notify/payment,200,25.75
2026-02-10T10:13:22.145Z,payment-svc,notification-svc,POST,/notify/payment,200,37.18
2026-02-10T10:13:26.472Z,order-svc,orders-db,POST,/db/write,200,8.6
2026-02-10T10:13:30.208Z,api-gateway,order-svc,POST,/api/orders,201,42.15
2026-02-10T10:13:31.410Z,order-svc,inventory-svc,POST,/internal/reserve,200,30.4
2026-02-10T10:13:35.025Z,payment-svc,payments-db,GET,/db/read,201,14.44
2026-02-10T10:13:38.170Z,api-gateway,user-svc,GET,/api/users,200,15.43
2026-02-10T10:13:39.624Z,payment-svc,payments-db,GET,/db/read,200,8.47
2026-02-10T10:13:44.258Z,order-svc,inventory-svc,GET,/internal/stock,200,13.17
2026-02-10T10:13:49.028Z,order-svc,inventory-svc,GET,/internal/stock,201,11.44
2026-02-10T10:13:50.624Z,payment-svc,notification-svc,POST,/notify/payment,200,34.72
2026-02-10T10:13:52.131Z,api-gateway,order-svc,POST,/api/orders,200,36.15
2026-02-10T10:13:53.357Z,api-gateway,user-svc,POST,/api/users,201,35.53
2026-02-10T10:13:57.044Z,order-svc,inventory-svc,GET,/internal/stock,201,16.83
2026-02-10T10:14:01.536Z,order-svc,orders-db,POST,/db/write,201,11.37
2026-02-10T10:14:03.934Z,order-svc,inventory-svc,POST,/internal/reserve,201,29.65
2026-02-10T10:14:05.696Z,api-gateway,user-svc,POST,/api/users,200,37.97
2026-02-10T10:14:10.231Z,payment-svc,payments-db,POST,/db/write,200,20.51
2026-02-10T10:14:13.930Z,order-svc,inventory-svc,GET,/internal/stock,200,12.85
2026-02-10T10:14:15.136Z,api-gateway,order-svc,POST,/api/orders,200,30.02
2026-02-10T10:14:16.898Z,order-svc,payment-svc,POST,/internal/pay,200,45.74
2026-02-10T10:14:21.816Z,api-gateway,user-svc,GET,/api/users,201,23.57
2026-02-10T10:14:24.535Z,payment-svc,payments-db,GET,/db/read,200,14.35
2026-02-10T10:14:26.155Z,user-svc,users-db,GET,/db/read,200,7.8
2026-02-10T10:14:30.885Z,payment-svc,notification-svc,POST,/notify/payment,200,22.33
2026-02-10T10:14:34.160Z,api-gateway,order-svc,GET,/api/orders,200,24.73
2026-02-10T10:14:38.367Z,order-svc,inventory-svc,POST,/internal/reserve,200,20.0
2026-02-10T10:14:39.526Z,api-gateway,order-svc,POST,/api/orders,201,29.72
2026-02-10T10:14:40.564Z,payment-svc,payments-db,GET,/db/read,200,13.34
2026-02-10T10:14:42.396Z,payment-svc,notification-svc,POST,/notify/payment,200,31.91
2026-02-10T10:14:46.587Z,api-gateway,user-svc,GET,/api/users,201,17.28
2026-02-10T10:14:49.057Z,user-svc,users-db,GET,/db/read,200,10.69
2026-02-10T10:14:50.762Z,api-gateway,user-svc,POST,/api/users,200,32.22
2026-02-10T10:14:52.418Z,api-gateway,order-svc,POST,/api/orders,200,27.72
2026-02-10T10:14:54.186Z,payment-svc,payments-db,GET,/db/read,201,14.19
2026-02-10T10:14:57.051Z,user-svc,users-db,POST,/db/write,200,17.46
2026-02-10T10:14:59.581Z,order-svc,inventory-svc,POST,/internal/reserve,201,27.92
2026-02-10T10:15:01.796Z,api-gateway,order-svc,GET,/api/orders,200,25.66
2026-02-10T10:15:04.072Z,api-gateway,order-svc,POST,/api/orders,200,32.7
2026-02-10T10:15:06.108Z,api-gateway,order-svc,POST,/api/orders,200,28.01
2026-02-10T10:15:08.006Z,order-svc,inventory-svc,GET,/internal/stock,200,18.95
2026-02-10T10:15:11.133Z,order-svc,payment-svc,POST,/internal/pay,200,56.55
2026-02-10T10:15:15.251Z,api-gateway,user-svc,POST,/api/users,201,37.27
2026-02-10T10:15:16.449Z,api-gateway,user-svc,POST,/api/users,200,30.57
2026-02-10T10:15:18.463Z,payment-svc,notification-svc,POST,/notify/payment,200,27.08
2026-02-10T10:15:21.460Z,payment-svc,payments-db,GET,/db/read,200,14.58
2026-02-10T10:15:23.851Z,user-svc,users-db,GET,/db/read,201,11.67
2026-02-10T10:15:27.095Z,user-svc,users-db,GET,/db/read,200,9.34
2026-02-10T10:15:29.760Z,order-svc,payment-svc,POST,/internal/pay,201,41.04
2026-02-10T10:15:31.061Z,user-svc,users-db,GET,/db/read,200,7.33
2026-02-10T10:15:33.620Z,payment-svc,payments-db,POST,/db/write,200,18.11
2026-02-10T10:15:35.103Z,order-svc,payment-svc,POST,/internal/pay,201,37.66
2026-02-10T10:15:39.383Z,payment-svc,payments-db,POST,/db/write,200,25.43
2026-02-10T10:15:42.601Z,api-gateway,order-svc,POST,/api/orders,201,28.2
2026-02-10T10:15:45.317Z,user-svc,users-db,POST,/db/write,200,15.76
2026-02-10T10:15:47.824Z,payment-svc,notification-svc,POST,/notify/payment,201,32.89
2026-02-10T10:15:49.859Z,order-svc,orders-db,POST,/db/write,201,11.68
2026-02-10T10:15:53.208Z,user-svc,users-db,GET,/db/read,201,8.61
2026-02-10T10:15:56.062Z,api-gateway,user-svc,POST,/api/users,200,21.82
2026-02-10T10:15:57.673Z,order-svc,orders-db,POST,/db/write,200,7.32
2026-02-10T10:15:59.945Z,payment-svc,payments-db,GET,/db/read,200,12.93
2026-02-10T10:16:01.046Z,order-svc,inventory-svc,GET,/internal/stock,200,12.25
2026-02-10T10:16:04.320Z,api-gateway,user-svc,POST,/api/users,201,37.62
2026-02-10T10:16:08.200Z,api-gateway,user-svc,POST,/api/users,200,33.57
2026-02-10T10:16:12.121Z,order-svc,payment-svc,POST,/internal/pay,201,50.23
2026-02-10T10:16:13.887Z,order-svc,inventory-svc,POST,/internal/reserve,201,25.35
2026-02-10T10:16:16.277Z,order-svc,payment-svc,POST,/internal/pay,200,35.38
2026-02-10T10:16:20.154Z,order-svc,orders-db,POST,/db/write,200,9.3
2026-02-10T10:16:22.999Z,payment-svc,payments-db,POST,/db/write,201,23.49
2026-02-10T10:16:26.757Z,payment-svc,notification-svc,POST,/notify/payment,201,36.44
2026-02-10T10:16:29.832Z,api-gateway,user-svc,POST,/api/users,200,29.14
